Compound,type,st,a1,a2,a3,n1,n2,n3,Ecoh,BM,bandgap,formula
BC2Y4_Nd2CuO4_Ba_In_O,BC2Y4,Nd2CuO4,Ba,In,O,2,4,8,4.76644,89.25,0.5409,BaIn2O4
BC2Y4_Nd2CuO4_Ba_In_S,BC2Y4,Nd2CuO4,Ba,In,S,2,4,8,3.85254,42.45,0.5103,BaIn2S4
BC2Y4_Nd2CuO4_Ba_In_Se,BC2Y4,Nd2CuO4,Ba,In,Se,2,4,8,3.59881,39.35,0.6283,BaIn2Se4
BC2Y4_Nd2CuO4_Ba_In_Te,BC2Y4,Nd2CuO4,Ba,In,Te,2,4,8,3.27231,40.7,0.7933,BaIn2Te4
BC2Y4_Nd2CuO4_Ba_Sc_O,BC2Y4,Nd2CuO4,Ba,Sc,O,2,4,8,6.74791,106.55,0.4487,BaSc2O4
BC2Y4_Nd2CuO4_Ba_Sc_S,BC2Y4,Nd2CuO4,Ba,Sc,S,2,4,8,5.22431,49.5,0.0786,BaSc2S4
BC2Y4_Nd2CuO4_Ba_Sc_Se,BC2Y4,Nd2CuO4,Ba,Sc,Se,2,4,8,4.87129,48.25,0.2855,BaSc2Se4
BC2Y4_Nd2CuO4_Ba_Y_O,BC2Y4,Nd2CuO4,Ba,Y,O,2,4,8,7.23126,94.8,0.0053,BaY2O4
BC2Y4_Nd2CuO4_Ba_Y_S,BC2Y4,Nd2CuO4,Ba,Y,S,2,4,8,5.7475,56.9,0.0243,BaY2S4
BC2Y4_Nd2CuO4_Ba_Y_Se,BC2Y4,Nd2CuO4,Ba,Y,Se,2,4,8,5.29223,44.6,0.0318,BaY2Se4
BC2Y4_Nd2CuO4_Ba_Y_Te,BC2Y4,Nd2CuO4,Ba,Y,Te,2,4,8,4.71565,39.75,0.3954,BaY2Te4
BC2Y4_Nd2CuO4_Ba_La_O,BC2Y4,Nd2CuO4,Ba,La,O,2,4,8,7.099,97.25,0.5854,BaLa2O4
BC2Y4_Nd2CuO4_Ba_La_S,BC2Y4,Nd2CuO4,Ba,La,S,2,4,8,5.67456,53.3,0.7485,BaLa2S4
BC2Y4_Nd2CuO4_Ba_La_Se,BC2Y4,Nd2CuO4,Ba,La,Se,2,4,8,5.22097,45.35,0.6587,BaLa2Se4
BC2Y4_Nd2CuO4_Ba_La_Te,BC2Y4,Nd2CuO4,Ba,La,Te,2,4,8,4.6463,43.4,0.1922,BaLa2Te4
BC2Y4_Nd2CuO4_Zn_Al_O,BC2Y4,Nd2CuO4,Zn,Al,O,2,4,8,5.7565,183.65,0.9511,ZnAl2O4
BC2Y4_Nd2CuO4_Zn_Al_S,BC2Y4,Nd2CuO4,Zn,Al,S,2,4,8,3.75778,71.1,0,ZnAl2S4
BC2Y4_Nd2CuO4_Zn_Al_Se,BC2Y4,Nd2CuO4,Zn,Al,Se,2,4,8,3.31018,59.4,0.1658,ZnAl2Se4
BC2Y4_Nd2CuO4_Zn_Al_Te,BC2Y4,Nd2CuO4,Zn,Al,Te,2,4,8,2.91473,53.2,0.022,ZnAl2Te4
BC2Y4_Nd2CuO4_Zn_Ga_O,BC2Y4,Nd2CuO4,Zn,Ga,O,2,4,8,4.95971,164.25,0.7345,ZnGa2O4
BC2Y4_Nd2CuO4_Zn_Ga_S,BC2Y4,Nd2CuO4,Zn,Ga,S,2,4,8,3.33592,63.45,0.4636,ZnGa2S4
BC2Y4_Nd2CuO4_Zn_Ga_Se,BC2Y4,Nd2CuO4,Zn,Ga,Se,2,4,8,3.0527,47.5,0.0033,ZnGa2Se4
BC2Y4_Nd2CuO4_Zn_Ga_Te,BC2Y4,Nd2CuO4,Zn,Ga,Te,2,4,8,2.76913,27.5,0.1619,ZnGa2Te4
BC2Y4_Nd2CuO4_Zn_In_O,BC2Y4,Nd2CuO4,Zn,In,O,2,4,8,4.99499,164.95,0.4123,ZnIn2O4
BC2Y4_Nd2CuO4_Zn_In_S,BC2Y4,Nd2CuO4,Zn,In,S,2,4,8,3.36486,65.35,0,ZnIn2S4
BC2Y4_Nd2CuO4_Zn_In_Se,BC2Y4,Nd2CuO4,Zn,In,Se,2,4,8,2.99985,52.5,0.4086,ZnIn2Se4
BC2Y4_Nd2CuO4_Zn_In_Te,BC2Y4,Nd2CuO4,Zn,In,Te,2,4,8,2.71801,34.35,0.0923,ZnIn2Te4
BC2Y4_Nd2CuO4_Zn_Sc_O,BC2Y4,Nd2CuO4,Zn,Sc,O,2,4,8,7.40633,192.95,2.7893,ZnSc2O4
BC2Y4_Nd2CuO4_Zn_Sc_S,BC2Y4,Nd2CuO4,Zn,Sc,S,2,4,8,5.43896,81.85,0.0778,ZnSc2S4
BC2Y4_Nd2CuO4_Zn_Sc_Se,BC2Y4,Nd2CuO4,Zn,Sc,Se,2,4,8,4.90923,70.15,0.063,ZnSc2Se4
BC2Y4_Nd2CuO4_Zn_Sc_Te,BC2Y4,Nd2CuO4,Zn,Sc,Te,2,4,8,4.30738,84.55,0.2149,ZnSc2Te4
BC2Y4_Nd2CuO4_Zn_Y_O,BC2Y4,Nd2CuO4,Zn,Y,O,2,4,8,7.66001,149.95,2.3689,ZnY2O4
BC2Y4_Nd2CuO4_Zn_Y_S,BC2Y4,Nd2CuO4,Zn,Y,S,2,4,8,5.80366,75.95,0.0182,ZnY2S4
BC2Y4_Nd2CuO4_Zn_Y_Se,BC2Y4,Nd2CuO4,Zn,Y,Se,2,4,8,5.26187,65.8,0,ZnY2Se4
BC2Y4_Nd2CuO4_Zn_Y_Te,BC2Y4,Nd2CuO4,Zn,Y,Te,2,4,8,4.63009,60.9,0,ZnY2Te4
BC2Y4_Nd2CuO4_Zn_La_O,BC2Y4,Nd2CuO4,Zn,La,O,2,4,8,7.24815,138.7,1.9324,ZnLa2O4
BC2Y4_Nd2CuO4_Zn_La_S,BC2Y4,Nd2CuO4,Zn,La,S,2,4,8,5.57284,65.8,0.0129,ZnLa2S4
BC2Y4_Nd2CuO4_Zn_La_Te,BC2Y4,Nd2CuO4,Zn,La,Te,2,4,8,4.43426,39.95,0,ZnLa2Te4
BC2Y4_Nd2CuO4_Cd_Al_O,BC2Y4,Nd2CuO4,Cd,Al,O,2,4,8,5.21279,153.25,0.1563,CdAl2O4
BC2Y4_Nd2CuO4_Cd_Al_S,BC2Y4,Nd2CuO4,Cd,Al,S,2,4,8,3.55856,62.65,0,CdAl2S4
BC2Y4_Nd2CuO4_Cd_Al_Se,BC2Y4,Nd2CuO4,Cd,Al,Se,2,4,8,3.21417,53.4,0.1886,CdAl2Se4
BC2Y4_Nd2CuO4_Cd_Al_Te,BC2Y4,Nd2CuO4,Cd,Al,Te,2,4,8,2.86089,84.8,0.0429,CdAl2Te4
BC2Y4_Nd2CuO4_Cd_Ga_O,BC2Y4,Nd2CuO4,Cd,Ga,O,2,4,8,4.54475,125.1,0.8195,CdGa2O4
BC2Y4_Nd2CuO4_Cd_Ga_S,BC2Y4,Nd2CuO4,Cd,Ga,S,2,4,8,3.2767,54.95,0.0509,CdGa2S4
BC2Y4_Nd2CuO4_Cd_Ga_Se,BC2Y4,Nd2CuO4,Cd,Ga,Se,2,4,8,3.01936,49.7,0.0657,CdGa2Se4
BC2Y4_Nd2CuO4_Cd_Ga_Te,BC2Y4,Nd2CuO4,Cd,Ga,Te,2,4,8,2.74417,35.15,0.1679,CdGa2Te4
BC2Y4_Nd2CuO4_Cd_In_O,BC2Y4,Nd2CuO4,Cd,In,O,2,4,8,4.68409,131.75,0.6966,CdIn2O4
BC2Y4_Nd2CuO4_Cd_In_S,BC2Y4,Nd2CuO4,Cd,In,S,2,4,8,3.25131,60.5,0,CdIn2S4
BC2Y4_Nd2CuO4_Cd_In_Se,BC2Y4,Nd2CuO4,Cd,In,Se,2,4,8,3.0085,47.95,0.024,CdIn2Se4
BC2Y4_Nd2CuO4_Cd_Sc_O,BC2Y4,Nd2CuO4,Cd,Sc,O,2,4,8,6.94455,166.9,2.159,CdSc2O4
BC2Y4_Nd2CuO4_Cd_Sc_S,BC2Y4,Nd2CuO4,Cd,Sc,S,2,4,8,5.23655,79.05,0.0557,CdSc2S4
BC2Y4_Nd2CuO4_Cd_Sc_Se,BC2Y4,Nd2CuO4,Cd,Sc,Se,2,4,8,4.74576,62.6,0.1122,CdSc2Se4
BC2Y4_Nd2CuO4_Cd_Y_O,BC2Y4,Nd2CuO4,Cd,Y,O,2,4,8,7.34473,141.45,2.2113,CdY2O4
BC2Y4_Nd2CuO4_Cd_Y_S,BC2Y4,Nd2CuO4,Cd,Y,S,2,4,8,5.66682,73.6,0.2312,CdY2S4
BC2Y4_Nd2CuO4_Cd_Y_Se,BC2Y4,Nd2CuO4,Cd,Y,Se,2,4,8,5.15315,62.45,0.0126,CdY2Se4
BC2Y4_Nd2CuO4_Cd_Y_Te,BC2Y4,Nd2CuO4,Cd,Y,Te,2,4,8,4.54056,53.5,0.2261,CdY2Te4
BC2Y4_Nd2CuO4_Cd_La_O,BC2Y4,Nd2CuO4,Cd,La,O,2,4,8,7.03832,126.4,2.1877,CdLa2O4
BC2Y4_Nd2CuO4_Cd_La_S,BC2Y4,Nd2CuO4,Cd,La,S,2,4,8,5.48055,67.2,0.4406,CdLa2S4
BC2Y4_Nd2CuO4_Cd_La_Te,BC2Y4,Nd2CuO4,Cd,La,Te,2,4,8,4.37787,31.95,0,CdLa2Te4
BC2Y4_Nd2CuO4_Hg_Al_O,BC2Y4,Nd2CuO4,Hg,Al,O,2,4,8,4.86371,152.95,0.1319,HgAl2O4
BC2Y4_Nd2CuO4_Hg_Al_S,BC2Y4,Nd2CuO4,Hg,Al,S,2,4,8,3.36816,60,0,HgAl2S4
BC2Y4_Nd2CuO4_Hg_Al_Se,BC2Y4,Nd2CuO4,Hg,Al,Se,2,4,8,3.05632,57.95,0.094,HgAl2Se4
BC2Y4_Nd2CuO4_Hg_Al_Te,BC2Y4,Nd2CuO4,Hg,Al,Te,2,4,8,2.74664,49.75,0.1203,HgAl2Te4
BC2Y4_Nd2CuO4_Hg_Ga_O,BC2Y4,Nd2CuO4,Hg,Ga,O,2,4,8,4.22528,142.1,0.7862,HgGa2O4
BC2Y4_Nd2CuO4_Hg_Ga_S,BC2Y4,Nd2CuO4,Hg,Ga,S,2,4,8,3.10144,53.95,0.0915,HgGa2S4
BC2Y4_Nd2CuO4_Hg_Ga_Se,BC2Y4,Nd2CuO4,Hg,Ga,Se,2,4,8,2.87205,46.8,0.0215,HgGa2Se4
BC2Y4_Nd2CuO4_Hg_Ga_Te,BC2Y4,Nd2CuO4,Hg,Ga,Te,2,4,8,2.63073,32.45,0.2098,HgGa2Te4
BC2Y4_Nd2CuO4_Hg_In_O,BC2Y4,Nd2CuO4,Hg,In,O,2,4,8,4.3599,145.45,0.6741,HgIn2O4
BC2Y4_Nd2CuO4_Hg_In_S,BC2Y4,Nd2CuO4,Hg,In,S,2,4,8,3.06687,62.8,0.265,HgIn2S4
BC2Y4_Nd2CuO4_Hg_In_Se,BC2Y4,Nd2CuO4,Hg,In,Se,2,4,8,2.87237,48.3,0.0314,HgIn2Se4
BC2Y4_Nd2CuO4_Hg_Sc_O,BC2Y4,Nd2CuO4,Hg,Sc,O,2,4,8,6.58069,138.4,1.7847,HgSc2O4
BC2Y4_Nd2CuO4_Hg_Sc_S,BC2Y4,Nd2CuO4,Hg,Sc,S,2,4,8,5.02705,72.25,0.0192,HgSc2S4
BC2Y4_Nd2CuO4_Hg_Sc_Se,BC2Y4,Nd2CuO4,Hg,Sc,Se,2,4,8,4.57163,61.4,0.3501,HgSc2Se4
BC2Y4_Nd2CuO4_Hg_Sc_Te,BC2Y4,Nd2CuO4,Hg,Sc,Te,2,4,8,4.05614,63.8,0.3733,HgSc2Te4
BC2Y4_Nd2CuO4_Hg_Y_O,BC2Y4,Nd2CuO4,Hg,Y,O,2,4,8,7.00066,134.95,1.2083,HgY2O4
BC2Y4_Nd2CuO4_Hg_Y_S,BC2Y4,Nd2CuO4,Hg,Y,S,2,4,8,5.46092,73.7,0.0001,HgY2S4
BC2Y4_Nd2CuO4_Hg_Y_Se,BC2Y4,Nd2CuO4,Hg,Y,Se,2,4,8,4.97902,65.25,0,HgY2Se4
BC2Y4_Nd2CuO4_Hg_Y_Te,BC2Y4,Nd2CuO4,Hg,Y,Te,2,4,8,4.42066,50.55,0.0398,HgY2Te4
BC2Y4_Nd2CuO4_Hg_La_O,BC2Y4,Nd2CuO4,Hg,La,O,2,4,8,6.72849,126.1,1.0827,HgLa2O4
BC2Y4_Nd2CuO4_Hg_La_Se,BC2Y4,Nd2CuO4,Hg,La,Se,2,4,8,4.81315,54.4,0,HgLa2Se4
BC2Y4_Rb2PtO4_Be_Al_O,BC2Y4,Rb2PtO4,Be,Al,O,2,4,8,6.29916,185.75,1.0868,BeAl2O4
BC2Y4_Rb2PtO4_Be_Al_S,BC2Y4,Rb2PtO4,Be,Al,S,2,4,8,4.16337,70.25,0,BeAl2S4
BC2Y4_Rb2PtO4_Be_Al_Se,BC2Y4,Rb2PtO4,Be,Al,Se,2,4,8,3.69747,55.5,0,BeAl2Se4
BC2Y4_Rb2PtO4_Be_Al_Te,BC2Y4,Rb2PtO4,Be,Al,Te,2,4,8,3.22913,40.8,0.665,BeAl2Te4
BC2Y4_Rb2PtO4_Be_Ga_O,BC2Y4,Rb2PtO4,Be,Ga,O,2,4,8,5.39654,156.75,0.3288,BeGa2O4
BC2Y4_Rb2PtO4_Be_Ga_S,BC2Y4,Rb2PtO4,Be,Ga,S,2,4,8,3.77009,65.35,0.0428,BeGa2S4
BC2Y4_Rb2PtO4_Be_Ga_Se,BC2Y4,Rb2PtO4,Be,Ga,Se,2,4,8,3.41247,53,0.5283,BeGa2Se4
BC2Y4_Rb2PtO4_Be_Ga_Te,BC2Y4,Rb2PtO4,Be,Ga,Te,2,4,8,3.0352,49,0.4551,BeGa2Te4
BC2Y4_Rb2PtO4_Be_In_O,BC2Y4,Rb2PtO4,Be,In,O,2,4,8,5.38891,158.8,0.0951,BeIn2O4
BC2Y4_Rb2PtO4_Be_In_S,BC2Y4,Rb2PtO4,Be,In,S,2,4,8,3.76181,64.65,0.3633,BeIn2S4
BC2Y4_Rb2PtO4_Be_In_Se,BC2Y4,Rb2PtO4,Be,In,Se,2,4,8,3.39465,46.25,0,BeIn2Se4
BC2Y4_Rb2PtO4_Be_In_Te,BC2Y4,Rb2PtO4,Be,In,Te,2,4,8,3.0029,29.75,0.2782,BeIn2Te4
BC2Y4_Rb2PtO4_Be_Sc_O,BC2Y4,Rb2PtO4,Be,Sc,O,2,4,8,7.85443,187.75,0.4382,BeSc2O4
BC2Y4_Rb2PtO4_Be_Sc_S,BC2Y4,Rb2PtO4,Be,Sc,S,2,4,8,5.78683,85.2,0.699,BeSc2S4
BC2Y4_Rb2PtO4_Be_Sc_Se,BC2Y4,Rb2PtO4,Be,Sc,Se,2,4,8,5.22683,66.05,0.6751,BeSc2Se4
BC2Y4_Rb2PtO4_Be_Sc_Te,BC2Y4,Rb2PtO4,Be,Sc,Te,2,4,8,4.56651,51.55,0.4606,BeSc2Te4
BC2Y4_Rb2PtO4_Be_Y_O,BC2Y4,Rb2PtO4,Be,Y,O,2,4,8,8.04275,154.35,1.1833,BeY2O4
BC2Y4_Rb2PtO4_Be_Y_S,BC2Y4,Rb2PtO4,Be,Y,S,2,4,8,6.10488,75.9,0.6268,BeY2S4
BC2Y4_Rb2PtO4_Be_Y_Se,BC2Y4,Rb2PtO4,Be,Y,Se,2,4,8,5.53797,63.2,0.7646,BeY2Se4
BC2Y4_Rb2PtO4_Be_Y_Te,BC2Y4,Rb2PtO4,Be,Y,Te,2,4,8,4.85404,44.5,0.8847,BeY2Te4
BC2Y4_Rb2PtO4_Be_La_O,BC2Y4,Rb2PtO4,Be,La,O,2,4,8,7.63239,134.9,1.5366,BeLa2O4
BC2Y4_Rb2PtO4_Be_La_S,BC2Y4,Rb2PtO4,Be,La,S,2,4,8,5.8698,69,0.3764,BeLa2S4
BC2Y4_Rb2PtO4_Be_La_Se,BC2Y4,Rb2PtO4,Be,La,Se,2,4,8,5.33357,56.75,0.6323,BeLa2Se4
BC2Y4_Rb2PtO4_Be_La_Te,BC2Y4,Rb2PtO4,Be,La,Te,2,4,8,4.67499,53.25,0.8053,BeLa2Te4
BC2Y4_Rb2PtO4_Mg_Al_O,BC2Y4,Rb2PtO4,Mg,Al,O,2,4,8,5.60599,153.95,0,MgAl2O4
BC2Y4_Rb2PtO4_Mg_Al_S,BC2Y4,Rb2PtO4,Mg,Al,S,2,4,8,3.94744,58.2,0.0129,MgAl2S4
BC2Y4_Rb2PtO4_Mg_Al_Se,BC2Y4,Rb2PtO4,Mg,Al,Se,2,4,8,3.50013,48.65,0.2419,MgAl2Se4
BC2Y4_Rb2PtO4_Mg_Ga_O,BC2Y4,Rb2PtO4,Mg,Ga,O,2,4,8,4.86879,131.75,0.85,MgGa2O4
BC2Y4_Rb2PtO4_Mg_Ga_S,BC2Y4,Rb2PtO4,Mg,Ga,S,2,4,8,3.6875,51.65,0.5867,MgGa2S4
BC2Y4_Rb2PtO4_Mg_Ga_Se,BC2Y4,Rb2PtO4,Mg,Ga,Se,2,4,8,3.28304,39.05,0.7146,MgGa2Se4
BC2Y4_Rb2PtO4_Mg_In_S,BC2Y4,Rb2PtO4,Mg,In,S,2,4,8,3.6281,53.15,0.0517,MgIn2S4
BC2Y4_Rb2PtO4_Mg_In_Se,BC2Y4,Rb2PtO4,Mg,In,Se,2,4,8,3.25747,38.2,0.2423,MgIn2Se4
BC2Y4_Rb2PtO4_Mg_Sc_O,BC2Y4,Rb2PtO4,Mg,Sc,O,2,4,8,7.24986,160.05,0.0401,MgSc2O4
BC2Y4_Rb2PtO4_Mg_Sc_S,BC2Y4,Rb2PtO4,Mg,Sc,S,2,4,8,5.4576,76.6,0,MgSc2S4
BC2Y4_Rb2PtO4_Mg_Sc_Se,BC2Y4,Rb2PtO4,Mg,Sc,Se,2,4,8,4.94471,65.85,0,MgSc2Se4
BC2Y4_Rb2PtO4_Mg_Y_O,BC2Y4,Rb2PtO4,Mg,Y,O,2,4,8,7.51875,128.1,1.2049,MgY2O4
BC2Y4_Rb2PtO4_Mg_Y_S,BC2Y4,Rb2PtO4,Mg,Y,S,2,4,8,5.82545,72.65,0.057,MgY2S4
BC2Y4_Rb2PtO4_Mg_Y_Se,BC2Y4,Rb2PtO4,Mg,Y,Se,2,4,8,5.3014,58.5,0,MgY2Se4
BC2Y4_Rb2PtO4_Mg_La_O,BC2Y4,Rb2PtO4,Mg,La,O,2,4,8,7.17546,120.9,1.3843,MgLa2O4
BC2Y4_Rb2PtO4_Mg_La_S,BC2Y4,Rb2PtO4,Mg,La,S,2,4,8,5.61905,65,0.0789,MgLa2S4
BC2Y4_Rb2PtO4_Mg_La_Se,BC2Y4,Rb2PtO4,Mg,La,Se,2,4,8,5.12311,56.15,0.1014,MgLa2Se4
BC2Y4_Rb2PtO4_Ca_Al_O,BC2Y4,Rb2PtO4,Ca,Al,O,2,4,8,5.58469,77,1.4687,CaAl2O4
BC2Y4_Rb2PtO4_Ca_Al_S,BC2Y4,Rb2PtO4,Ca,Al,S,2,4,8,4.23183,49.7,0,CaAl2S4
BC2Y4_Rb2PtO4_Ca_Al_Se,BC2Y4,Rb2PtO4,Ca,Al,Se,2,4,8,3.76139,48.1,0.4434,CaAl2Se4
BC2Y4_Rb2PtO4_Ca_Ga_O,BC2Y4,Rb2PtO4,Ca,Ga,O,2,4,8,5.14307,105,0.1931,CaGa2O4
BC2Y4_Rb2PtO4_Ca_Ga_S,BC2Y4,Rb2PtO4,Ca,Ga,S,2,4,8,3.49756,32.25,0.2508,CaGa2S4
BC2Y4_Rb2PtO4_Ca_Ga_Se,BC2Y4,Rb2PtO4,Ca,Ga,Se,2,4,8,3.23648,28.4,0.005,CaGa2Se4
BC2Y4_Rb2PtO4_Ca_In_O,BC2Y4,Rb2PtO4,Ca,In,O,2,4,8,4.87237,106.25,0.6353,CaIn2O4
BC2Y4_Rb2PtO4_Ca_In_S,BC2Y4,Rb2PtO4,Ca,In,S,2,4,8,3.90207,47.25,0.5773,CaIn2S4
BC2Y4_Rb2PtO4_Ca_In_Se,BC2Y4,Rb2PtO4,Ca,In,Se,2,4,8,3.51337,40.4,0.6661,CaIn2Se4
BC2Y4_Rb2PtO4_Ca_Sc_O,BC2Y4,Rb2PtO4,Ca,Sc,O,2,4,8,7.08612,123.1,1.1658,CaSc2O4
BC2Y4_Rb2PtO4_Ca_Sc_S,BC2Y4,Rb2PtO4,Ca,Sc,S,2,4,8,5.58334,60.6,1.238,CaSc2S4
BC2Y4_Rb2PtO4_Ca_Sc_Se,BC2Y4,Rb2PtO4,Ca,Sc,Se,2,4,8,5.05396,54.15,0.8435,CaSc2Se4
BC2Y4_Rb2PtO4_Ca_Y_O,BC2Y4,Rb2PtO4,Ca,Y,O,2,4,8,7.29871,116.45,0.0612,CaY2O4
BC2Y4_Rb2PtO4_Ca_Y_S,BC2Y4,Rb2PtO4,Ca,Y,S,2,4,8,5.85085,65.2,0,CaY2S4
BC2Y4_Rb2PtO4_Ca_Y_Se,BC2Y4,Rb2PtO4,Ca,Y,Se,2,4,8,5.36994,53.2,0,CaY2Se4
BC2Y4_Rb2PtO4_Ca_La_O,BC2Y4,Rb2PtO4,Ca,La,O,2,4,8,7.00261,104.45,0.0441,CaLa2O4
BC2Y4_Rb2PtO4_Ca_La_S,BC2Y4,Rb2PtO4,Ca,La,S,2,4,8,5.65344,59.25,0,CaLa2S4
BC2Y4_Rb2PtO4_Ca_La_Se,BC2Y4,Rb2PtO4,Ca,La,Se,2,4,8,5.20009,51.1,0,CaLa2Se4
BC2Y4_Rb2PtO4_Sr_Al_O,BC2Y4,Rb2PtO4,Sr,Al,O,2,4,8,5.52827,78.9,0.8824,SrAl2O4
BC2Y4_Rb2PtO4_Sr_Al_S,BC2Y4,Rb2PtO4,Sr,Al,S,2,4,8,4.19827,47.85,0.2499,SrAl2S4
BC2Y4_Rb2PtO4_Sr_Al_Te,BC2Y4,Rb2PtO4,Sr,Al,Te,2,4,8,3.23894,33,0.1905,SrAl2Te4
BC2Y4_Rb2PtO4_Sr_Ga_O,BC2Y4,Rb2PtO4,Sr,Ga,O,2,4,8,5.10095,83.05,0.5448,SrGa2O4
BC2Y4_Rb2PtO4_Sr_Ga_S,BC2Y4,Rb2PtO4,Sr,Ga,S,2,4,8,3.46988,29.95,0.4003,SrGa2S4
BC2Y4_Rb2PtO4_Sr_Ga_Te,BC2Y4,Rb2PtO4,Sr,Ga,Te,2,4,8,3.07534,22.85,0.2584,SrGa2Te4
BC2Y4_Rb2PtO4_Sr_In_O,BC2Y4,Rb2PtO4,Sr,In,O,2,4,8,4.93562,79.65,0,SrIn2O4
BC2Y4_Rb2PtO4_Sr_In_S,BC2Y4,Rb2PtO4,Sr,In,S,2,4,8,3.44425,29.7,0.4236,SrIn2S4
BC2Y4_Rb2PtO4_Sr_In_Te,BC2Y4,Rb2PtO4,Sr,In,Te,2,4,8,3.08166,36.25,0.2929,SrIn2Te4
BC2Y4_Rb2PtO4_Sr_Sc_O,BC2Y4,Rb2PtO4,Sr,Sc,O,2,4,8,6.97811,108.65,0.4225,SrSc2O4
BC2Y4_Rb2PtO4_Sr_Sc_S,BC2Y4,Rb2PtO4,Sr,Sc,S,2,4,8,5.53027,58.4,1.0695,SrSc2S4
BC2Y4_Rb2PtO4_Sr_Y_O,BC2Y4,Rb2PtO4,Sr,Y,O,2,4,8,7.02867,105.1,0.7596,SrY2O4
BC2Y4_Rb2PtO4_Sr_Y_S,BC2Y4,Rb2PtO4,Sr,Y,S,2,4,8,5.7088,58.6,1.1066,SrY2S4
BC2Y4_Rb2PtO4_Sr_Y_Te,BC2Y4,Rb2PtO4,Sr,Y,Te,2,4,8,4.65837,31.55,0.329,SrY2Te4
BC2Y4_Rb2PtO4_Sr_La_O,BC2Y4,Rb2PtO4,Sr,La,O,2,4,8,6.72337,94.95,0.2537,SrLa2O4
BC2Y4_Rb2PtO4_Sr_La_S,BC2Y4,Rb2PtO4,Sr,La,S,2,4,8,5.4852,55.8,0.0427,SrLa2S4
BC2Y4_Rb2PtO4_Sr_La_Se,BC2Y4,Rb2PtO4,Sr,La,Se,2,4,8,5.05865,48.05,0,SrLa2Se4
BC2Y4_Rb2PtO4_Ba_Al_O,BC2Y4,Rb2PtO4,Ba,Al,O,2,4,8,4.26968,44.6,0,BaAl2O4
BC2Y4_Rb2PtO4_Ba_Al_S,BC2Y4,Rb2PtO4,Ba,Al,S,2,4,8,3.55004,31.25,0.3915,BaAl2S4
BC2Y4_Rb2PtO4_Ba_Ga_O,BC2Y4,Rb2PtO4,Ba,Ga,O,2,4,8,4.20472,46.4,0,BaGa2O4
BC2Y4_Rb2PtO4_Ba_Ga_S,BC2Y4,Rb2PtO4,Ba,Ga,S,2,4,8,3.38629,28.75,0,BaGa2S4
BC2Y4_Rb2PtO4_Ba_In_O,BC2Y4,Rb2PtO4,Ba,In,O,2,4,8,4.97269,75.3,0.1887,BaIn2O4
BC2Y4_Rb2PtO4_Ba_In_Se,BC2Y4,Rb2PtO4,Ba,In,Se,2,4,8,3.57073,32.8,0.7948,BaIn2Se4
BC2Y4_Rb2PtO4_Ba_Sc_O,BC2Y4,Rb2PtO4,Ba,Sc,O,2,4,8,6.96852,96.7,0.098,BaSc2O4
BC2Y4_Rb2PtO4_Ba_Y_O,BC2Y4,Rb2PtO4,Ba,Y,O,2,4,8,6.8934,92.9,0.7448,BaY2O4
BC2Y4_Rb2PtO4_Ba_Y_S,BC2Y4,Rb2PtO4,Ba,Y,S,2,4,8,5.72427,54.75,0.9515,BaY2S4
BC2Y4_Rb2PtO4_Ba_La_O,BC2Y4,Rb2PtO4,Ba,La,O,2,4,8,6.57827,84.9,1.1104,BaLa2O4
BC2Y4_Rb2PtO4_Ba_La_Se,BC2Y4,Rb2PtO4,Ba,La,Se,2,4,8,5.02696,45.9,0.7508,BaLa2Se4
BC2Y4_Rb2PtO4_Zn_Al_O,BC2Y4,Rb2PtO4,Zn,Al,O,2,4,8,5.28449,158.85,0.4408,ZnAl2O4
BC2Y4_Rb2PtO4_Zn_Al_S,BC2Y4,Rb2PtO4,Zn,Al,S,2,4,8,3.70017,63.5,0.057,ZnAl2S4
BC2Y4_Rb2PtO4_Zn_Al_Se,BC2Y4,Rb2PtO4,Zn,Al,Se,2,4,8,3.30097,55.3,0,ZnAl2Se4
BC2Y4_Rb2PtO4_Zn_Ga_O,BC2Y4,Rb2PtO4,Zn,Ga,O,2,4,8,4.51652,131.95,0,ZnGa2O4
BC2Y4_Rb2PtO4_Zn_Ga_S,BC2Y4,Rb2PtO4,Zn,Ga,S,2,4,8,3.44801,58.55,0.1577,ZnGa2S4
BC2Y4_Rb2PtO4_Zn_Ga_Se,BC2Y4,Rb2PtO4,Zn,Ga,Se,2,4,8,3.08606,42.5,0.3729,ZnGa2Se4
BC2Y4_Rb2PtO4_Zn_Ga_Te,BC2Y4,Rb2PtO4,Zn,Ga,Te,2,4,8,2.70532,35.5,0.2081,ZnGa2Te4
BC2Y4_Rb2PtO4_Zn_In_O,BC2Y4,Rb2PtO4,Zn,In,O,2,4,8,4.56362,116.9,0.1104,ZnIn2O4
BC2Y4_Rb2PtO4_Zn_In_S,BC2Y4,Rb2PtO4,Zn,In,S,2,4,8,3.32941,64.3,0.3086,ZnIn2S4
BC2Y4_Rb2PtO4_Zn_In_Se,BC2Y4,Rb2PtO4,Zn,In,Se,2,4,8,3.01531,48.5,0,ZnIn2Se4
BC2Y4_Rb2PtO4_Zn_In_Te,BC2Y4,Rb2PtO4,Zn,In,Te,2,4,8,2.68541,39.2,0.2588,ZnIn2Te4
